incident_severity,vehicle_claim,total_claim_amount,property_claim,authorities_contacted,injury_claim,fraud_reported
0,61862,82483,13747,2,6873,0
3,4620,5940,660,3,660,0
1,4531,6322,1193,3,596,0
1,1982,2549,283,3,283,0
1,27525,39322,3932,2,7864,0
1,25940,34468,3482,1,5045,0
0,57345,78850,14336,0,7168,0
2,57654,92568,19753,1,15160,0
2,3038,3786,373,3,373,0
1,2912,3714,400,3,400,0
0,49116,77183,14033,0,14033,0
1,61435,78295,13652,1,3207,0
2,4261,5859,532,3,1065,0
2,2055,2643,293,3,293,0
1,42964,64446,10741,1,10741,0
1,47992,61704,6856,1,6856,0
2,5917,7592,657,3,1017,0
1,3371,5257,722,3,1163,0
1,33877,42445,4283,0,4283,0
1,50488,69422,6311,0,12622,0
2,55145,70324,7589,2,7589,0
2,59212,86723,13755,2,13755,0
2,3833,4421,547,3,39,0
2,2285,3143,285,3,571,0
0,34566,50455,10592,0,5296,0
1,23942,35296,7934,2,3420,0
1,1515,2311,315,3,480,0
1,58595,84011,17779,2,7637,0
1,27804,41706,6951,0,6951,0
1,52155,65194,6519,1,6519,0
1,2734,4288,781,3,772,0
0,33021,48577,5185,1,10370,0
0,40197,55272,5024,0,10049,0
1,46208,62410,10801,2,5400,0
0,61504,76881,7688,1,7688,0
1,42040,57805,10510,2,5255,0
2,56158,69540,6691,2,6691,0
1,25529,36471,7294,0,3647,0
0,30995,46710,7857,1,7857,0
1,55369,85657,15143,2,15143,0
1,23823,32650,3084,0,5742,0
0,51998,77998,12999,0,12999,0
1,51756,73937,14787,1,7393,0
0,43745,62494,6249,3,12498,0
1,42929,53448,5259,2,5259,0
3,5294,7317,1348,3,674,0
1,5986,8724,1624,3,1114,0
0,62340,91060,14360,2,14360,0
0,35863,51234,5123,1,10246,0
0,40040,57199,5719,0,11439,0
1,46150,59336,6592,2,6592,0
1,30530,43615,4361,0,8723,0
1,33604,52807,9601,3,9601,0
2,54458,82549,14045,2,14045,0
1,38228,48541,5156,0,5156,0
1,22137,28108,2985,1,2985,0
3,2100,2700,300,3,300,0
1,61081,76740,7829,0,7829,0
1,39890,51288,5698,2,5698,0
1,71993,104770,16388,2,16388,0
2,37975,52216,4746,0,9493,0
1,56046,79774,7909,1,15819,0
1,47904,67031,6375,1,12750,0
1,5721,7866,715,3,1430,0
1,6004,7431,713,3,713,0
2,38877,55539,11107,2,5553,0
2,33304,42373,4534,1,4534,0
1,65519,96449,15465,1,15465,0
1,5345,6681,668,3,668,0
1,23343,34742,3799,2,7599,0
1,31797,51083,9643,1,9643,0
0,53281,72823,6514,2,13028,0
0,40617,59158,13021,1,5519,0
1,63547,88722,8391,2,16783,0
2,46889,56161,3002,1,6269,0
1,5142,7071,642,3,1285,0
2,44766,55958,5595,3,5595,0
1,44678,55847,5584,2,5584,0
1,60134,90201,15033,2,15033,0
1,56673,77926,14168,1,7084,0
2,2630,3483,426,3,426,0
1,65201,81501,8150,2,8150,0
1,4168,5875,568,3,1137,0
0,56006,77008,14001,0,7000,0
2,48377,61729,6675,1,6675,0
0,60835,85275,8146,1,16293,0
2,2398,3199,399,3,401,0
0,36076,54114,12025,0,6012,0
1,51986,64983,6498,2,6498,0
1,56952,83689,7553,2,19183,0
3,4070,5140,535,3,535,0
2,32906,51710,9401,2,9401,0
1,42532,56709,3016,1,11160,0
0,40715,54011,6647,0,6647,0
1,40295,63320,11512,1,11512,0
1,64713,93474,14380,2,14380,0
1,48104,64138,10689,0,5344,0
1,63023,79766,8371,2,8371,0
3,2658,3971,639,3,673,0
2,52175,81990,14907,2,14907,0
2,47274,64095,11213,0,5606,0
3,4699,5908,604,3,604,0
1,55737,79625,7962,0,15925,0
2,32245,44167,3860,2,8061,0
0,35216,51137,5307,1,10614,0
1,2608,3912,764,3,539,0
0,26054,33499,3722,2,3722,0
3,4694,6600,1270,3,635,0
1,34355,50788,5477,0,10955,0
2,4270,5946,1220,3,456,0
2,34140,51210,5690,0,11380,0
1,50738,69765,6342,0,12684,0
1,25351,37411,4019,1,8039,0
1,49717,71024,14204,2,7102,0
1,60892,95383,18310,3,16180,0
1,40024,48918,4447,1,4447,0
0,51829,74042,14808,0,7404,0
1,43463,62091,6209,1,12418,0
0,48708,69583,13916,0,6958,0
1,66062,89453,15594,2,7797,0
1,46945,60358,6706,3,6706,0
1,42352,56470,9411,0,4705,0
0,35742,53613,11914,0,5957,0
1,47692,60605,6456,2,6456,0
1,43230,64845,10807,1,10807,0
2,1917,2534,388,3,228,0
0,34837,49767,9953,1,4976,0
1,43093,61562,6156,1,12312,0
2,2722,3563,420,3,420,0
1,2615,3804,594,3,594,0
2,43807,54780,0,1,10972,0
1,38382,49004,5310,0,5310,0
1,53141,67347,7102,1,7102,0
1,38738,55543,11202,2,5601,0
1,41927,57649,10481,1,5240,0
1,2800,4259,659,3,800,0
1,59183,94551,21221,3,14147,0
3,3756,5164,939,3,469,0
0,43190,61701,12340,1,6170,0
1,55055,78650,7865,0,15730,0
1,25770,35435,3221,2,6442,0
2,47852,72629,12388,1,12388,0
1,5132,6981,616,3,1232,0
3,4831,6643,1207,3,603,0
1,55498,76310,6937,1,13874,0
0,46829,60209,6689,1,6689,0
1,4897,6608,1140,3,570,0
1,41558,65305,11873,2,11873,0
0,43804,54755,5475,0,5475,0
1,52428,65535,6553,1,6553,0
2,32155,44213,8038,3,4019,0
1,49233,61703,6235,2,6235,0
1,45541,62618,11385,1,5692,0
0,36714,47204,5244,1,5244,0
1,44720,61490,11180,2,5590,0
1,42901,67216,12157,0,12157,0
0,46522,59814,6646,1,6646,0
1,3844,5601,878,3,878,0
2,55014,86451,15718,2,15718,0
0,53745,67181,6718,0,6718,0
2,47458,73516,13029,1,13029,0
2,2310,3177,288,3,577,0
2,2879,3832,324,3,628,0
2,3854,5677,911,3,911,0
1,42637,57373,4911,0,9823,0
0,36477,52111,5211,1,10422,0
3,5091,6364,636,3,636,0
2,55297,69632,7167,2,7167,0
2,5191,7138,648,3,1297,0
0,40333,51857,5761,1,5761,0
1,56632,77869,14158,2,7079,0
1,31741,41106,4682,1,4682,0
1,46608,58261,5826,0,5826,0
1,48018,67176,6386,2,12772,0
0,37001,55502,12333,0,6166,0
3,2205,2775,284,3,284,0
1,60508,83198,15127,1,7563,0
2,44882,60843,10640,1,5320,0
2,59711,90602,15445,0,15445,0
2,3483,5043,598,3,961,0
0,50962,76443,12740,0,12740,0
1,49603,74405,12400,0,12400,0
1,4720,7080,1180,3,1180,0
0,51996,74194,14799,0,7399,0
0,45875,63079,11468,3,5734,0
2,50581,62190,5804,0,5804,0
1,45626,67132,10753,2,10753,0
0,36400,51670,5089,3,10179,0
0,61120,87314,8731,1,17462,0
3,5213,7243,676,3,1353,0
1,27940,39914,3991,0,7982,0
0,56037,77051,14009,0,7004,0
1,27436,42651,7607,1,7607,0
1,38942,53545,4867,2,9735,0
1,46301,63665,11575,1,5787,0
2,3874,6057,1091,3,1091,0
0,54175,72234,12039,1,6019,0
1,25323,35986,7108,0,3554,0
1,64201,98464,17131,1,17131,0
1,42342,60595,12231,1,6022,0
2,54497,71069,8285,3,8285,0
2,1975,2640,440,3,224,0
1,60511,82789,14852,2,7426,0
0,29749,44623,4958,1,9916,0
0,49741,61693,5976,1,5976,0
2,45052,56315,5631,2,5631,0
1,46182,67377,6247,0,14947,0
2,42133,66210,12038,2,12038,0
1,47411,67730,6773,1,13546,0
2,35572,45635,5031,2,5031,0
1,37484,53548,10709,1,5354,0
0,53541,76488,7648,1,15297,0
1,4852,6483,1087,3,543,0
1,42959,59069,10739,1,5369,0
1,3360,4320,480,3,480,0
3,5139,7155,671,3,1343,0
0,34812,52218,5802,1,11604,0
2,3873,5810,968,3,968,0
1,31742,51224,9741,1,9741,0
1,25586,34555,3323,2,5645,0
3,5010,6889,1252,3,626,0
2,32655,44248,3864,2,7728,0
0,36153,51648,5164,3,10329,0
0,30340,47678,8668,2,8668,0
2,24370,35119,7267,1,3481,0
1,48528,69327,6932,1,13865,0
0,42535,60764,6076,0,12152,0
0,61558,87940,8794,3,17588,0
1,32191,41388,4598,1,4598,0
0,56376,77517,14094,2,7047,0
1,39857,51245,5693,2,5693,0
1,42083,53930,5923,0,5923,0
1,60213,82794,15053,0,7526,0
1,57326,78823,7165,1,14331,0
0,55037,73382,12230,2,6115,0
1,56667,77917,14166,2,7083,0
0,64360,80450,8045,2,8045,0
0,54492,66693,6100,0,6100,0
2,34554,42117,0,2,7563,0
0,49970,64248,7138,0,7138,0
1,40933,58476,5847,1,11695,0
0,31442,44160,8478,3,4239,0
0,37794,54777,5660,1,11321,1
0,29296,40282,7324,0,3662,1
0,51345,64182,6418,1,6418,1
0,41256,53043,5893,0,5893,1
0,58877,80956,14719,2,7359,1
0,43286,60754,11645,1,5822,1
0,56193,77266,14048,0,7024,1
0,65763,97541,15889,2,15889,1
0,50925,68462,5845,1,11691,1
0,27023,36492,6449,0,3020,1
1,51071,68879,5936,3,11872,1
1,72674,98241,17044,1,8522,1
3,3537,5015,976,3,501,1
0,59745,81067,14214,2,7107,1
0,40095,53461,8910,0,4455,1
1,43984,60478,5498,2,10996,1
0,40141,53522,8920,0,4460,1
0,58531,85282,13375,1,13375,1
2,47382,59227,5922,1,5922,1
0,40385,60770,7052,2,13332,1
0,37758,51642,4627,1,9255,1
2,33505,46875,8913,2,4456,1
1,40712,53613,6450,0,6450,1
0,43987,69598,19207,1,6402,1
1,34260,42825,4282,0,4282,1
1,45664,64952,7088,2,12199,1
0,48688,69554,6955,1,13910,1
0,36665,42729,6064,1,0,1
1,36042,42994,4848,0,2103,1
0,43554,68443,12444,2,12444,1
0,41319,62907,10793,1,10793,1
0,59920,86551,13315,1,13315,1
0,39655,51864,6104,0,6104,1
0,59080,85339,13129,1,13129,1
1,60021,82529,15005,0,7502,1
0,51820,70308,13333,2,5154,1
1,62667,86168,15666,1,7833,1
0,46543,59582,6519,1,6519,1
1,33474,46289,8543,2,4271,1
0,41673,59534,5953,2,11906,1
1,33162,47375,9475,1,4737,1
0,43107,60189,5694,2,11388,1
0,59625,81186,7186,2,14373,1
1,57056,78618,7187,0,14374,1
0,50744,63431,6343,2,6343,1
0,75870,104537,19110,1,9555,1
0,34316,53926,9804,2,9804,1
0,60913,83756,15228,2,7614,1
1,45003,59783,3528,1,11250,1
1,46304,59096,6395,1,6395,1
0,58624,87565,14470,1,14470,1
0,50087,64955,7434,1,7434,1
1,35000,55000,10000,2,10000,1
0,47693,70756,6157,0,16904,1
0,75256,98842,15724,1,7862,1
0,35795,45063,4634,0,4634,1
1,42641,53301,5330,2,5330,1
1,34512,55034,9860,1,10660,1
0,46329,64497,12111,2,6055,1
0,37914,52496,4860,2,9721,1
0,48577,69396,6939,1,13879,1
0,42241,59976,5911,2,11823,1
0,26479,34508,4014,0,4014,1
0,48747,69639,6963,1,13927,1
0,50311,71874,14374,1,7187,1
0,38191,50407,4071,0,8143,1
0,53737,74121,6794,2,13589,1
0,39974,51385,5705,0,5705,1
0,37692,51827,4711,2,9423,1
0,54429,74782,6721,1,13631,1
0,50259,69107,6282,2,12564,1
0,26357,33087,3365,1,3365,1
0,40616,54727,9407,2,4703,1
0,53420,74631,7070,2,14140,1
1,33305,47579,9515,1,4757,1
0,57810,79489,14452,1,7226,1
0,54882,70987,8052,1,8052,1
0,65140,85543,7776,2,12626,1
0,42214,64547,11166,1,11166,1
0,35417,52048,5543,1,11087,1
0,25443,35886,4557,0,5885,1
1,47948,57690,3374,1,6367,1
0,38373,60301,10963,0,10963,1
0,50981,63436,6227,3,6227,1
0,46524,59704,6590,2,6590,1
1,2664,3806,761,3,380,1
2,62608,86086,15652,1,7826,1
0,46849,59297,6223,2,6223,1
0,45684,65263,13052,0,6526,1
0,35018,54987,9984,2,9984,1
0,48695,70727,15075,0,6956,1
0,46836,64319,11655,2,5827,1
0,41144,52732,5793,0,5793,1
1,61436,84454,15345,2,7672,1
0,35531,52550,5672,1,11345,1
1,35916,54399,9241,0,9241,1
0,54515,73765,5143,1,14106,1
0,44344,71444,11495,1,15604,1
3,4458,6338,1253,3,626,1
0,70820,98210,17705,3,9684,1
0,49542,70774,14154,0,7077,1
0,35861,53844,6063,1,11919,1
0,34450,48574,9416,1,4708,1
0,37698,51835,4712,2,9424,1
0,59606,90483,17631,0,13245,1
0,55082,76686,7201,2,14402,1
0,53069,67089,7009,0,7009,1
0,44482,62611,6042,1,12085,1
0,62354,84920,7522,2,15044,1
0,53705,75472,14510,1,7255,1
0,22069,31880,5517,0,4294,1
0,51815,71245,6476,2,12953,1
0,35650,48674,8221,3,4801,1
0,68597,105354,19599,1,17157,1
1,42583,54283,5850,2,5850,1
0,54812,77612,7600,0,15200,1
3,3193,4831,912,3,725,1
1,3383,4984,800,3,800,1
1,51530,68707,5725,2,11451,1
0,57320,78815,14330,1,7165,1
0,46847,64157,11540,2,5770,1
0,73442,98726,16855,3,8427,1
0,52290,74701,7470,2,14940,1
0,30275,41629,7568,1,3784,1
0,27400,37675,6850,0,3425,1
0,40262,54781,9679,2,4839,1
0,60176,82742,15044,2,7522,1
0,31661,52877,10444,0,10771,1
0,61082,82270,7062,0,14125,1
1,40576,65315,10885,2,13853,1
1,36144,54250,9053,0,9053,1
0,38838,63906,18677,1,6390,1
1,2561,3631,645,3,423,1
1,38881,49990,5554,1,5554,1
0,36046,50757,4903,1,9807,1
1,2848,4069,613,3,607,1
0,40883,62579,10847,1,10847,1
0,38135,54120,10656,1,5328,1
0,52165,68821,8328,0,8328,1
0,54535,74985,13633,2,6816,1
1,33161,47312,4717,1,9434,1
0,67170,92577,8700,0,16705,1
1,46036,59189,6576,1,6576,1
0,63181,86874,7897,2,15795,1
3,4410,6199,1192,3,596,1
0,40703,62444,10870,1,10870,1
2,43784,58227,7221,2,7221,1
0,51075,63844,6384,1,6384,1
0,56130,79881,16734,1,7016,1
1,2868,4374,819,3,686,1
1,47721,59789,6033,1,6033,1
1,56419,77576,7052,1,14104,1
0,54647,75545,13931,2,6965,1
0,51090,63451,6180,3,6180,1
0,30641,42131,7660,3,3830,1
1,24523,33719,6130,1,3065,1
0,59597,81946,14899,2,7449,1
0,29815,40996,7453,3,3726,1
0,35487,50696,5069,1,10139,1
0,36584,46628,5021,0,5021,1
1,35892,43565,4703,0,2969,1
0,46478,59757,6639,2,6639,1
0,51665,71843,13451,2,6725,1
0,66567,104601,19016,1,19016,1
0,53303,71660,10064,2,8293,1
0,47079,75155,11769,1,16306,1
1,48118,73480,12681,2,12681,1
0,69703,95841,17425,2,8712,1
1,33133,47334,9466,1,4733,1
0,21629,32329,5349,0,5349,1
0,43931,69035,12551,2,12551,1
0,43636,68572,12467,2,12467,1
0,50650,70533,13255,1,6627,1
0,35032,50046,5004,1,10009,1
0,44895,61731,11223,0,5611,1
0,41882,59832,5983,2,11966,1
3,3453,4974,986,3,533,1
0,57696,79332,14424,0,7212,1
2,47683,61168,6742,1,6742,1
0,29312,34559,4010,0,1236,1
0,48367,69096,6909,2,13819,1
0,41074,60408,6444,2,12888,1
0,49761,71087,14217,0,7108,1
0,50664,63728,6531,2,6531,1
0,55125,76131,14004,1,7002,1
0,36330,51900,10380,2,5190,1
0,53998,76287,7429,3,14859,1
0,43077,63743,10333,1,10333,1
0,40047,55593,10364,1,5182,1
0,44857,64052,6398,2,12796,1
0,65660,85422,7765,2,11996,1
0,37312,51585,4757,1,9515,1
0,40560,60713,6717,2,13435,1
0,51893,79896,21002,1,7000,1
0,45879,74277,14199,1,14199,1
0,29062,39960,7265,0,3632,1
0,44234,72718,12732,1,15751,1
0,36974,51603,9752,1,4876,1
1,33390,47700,9540,2,4770,1
1,40494,55020,9683,1,4841,1
1,51250,68836,5862,3,11724,1
0,66735,104045,18655,0,18655,1
1,45133,63722,6196,2,12393,1
0,48948,70703,10877,1,10877,1
1,63942,87920,15985,1,7992,1
0,50716,63418,6351,2,6351,1
0,41378,53200,5911,0,5911,1
2,4507,6197,1126,3,563,1
0,54726,74605,5940,1,13938,1
0,28558,36713,4077,1,4077,1
0,51264,72070,13870,2,6935,1
1,44460,60035,4460,1,11115,1
1,40124,52877,6376,0,6376,1
0,35001,50002,5000,1,10000,1
0,47570,56385,0,1,8815,1
0,41345,62926,10790,1,10790,1
0,65584,95697,13716,2,16396,1
1,3330,4928,798,3,798,1
0,29382,34386,4569,0,434,1
0,40216,51173,5478,0,5478,1
0,76297,99186,14289,3,8599,1
1,63598,87447,15899,1,7949,1
1,43365,60316,5650,2,11300,1
0,49325,73175,11924,1,11924,1
0,52250,69053,8401,0,8401,1
0,55520,70090,14569,0,0,1
0,51239,64049,6404,1,6404,1
1,4655,6465,1206,3,603,1
0,63226,88579,10202,1,15149,1
1,40157,53187,6515,0,6515,1
0,31019,42651,7754,2,3877,1
0,46572,64874,9968,0,8332,1
0,62138,84007,7289,1,14579,1
0,50961,70028,9533,0,9533,1
1,39018,50166,5574,1,5574,1
0,51777,73968,7396,1,14793,1
1,40376,55304,9951,1,4975,1
0,37374,51390,4671,1,9343,1
0,47602,63681,10718,1,5359,1
0,58677,84308,10803,1,14827,1
0,48672,69531,6953,2,13906,1
1,43956,60440,5494,2,10989,1
2,3053,4759,853,3,853,1
0,40601,50833,5115,0,5115,1
0,54105,74691,13723,1,6861,1
1,40170,54544,9582,0,4791,1
0,41739,59627,5962,2,11925,1
1,4393,6131,1110,3,627,1
0,37615,51720,4701,2,9403,1
0,40653,52605,5975,0,5975,1
0,37714,51736,4674,1,9348,1
0,36440,51052,4870,1,9741,1
0,58024,79783,14506,1,7253,1
0,50098,68885,6262,2,12524,1
0,38501,62196,17277,1,6416,1
2,70361,98472,15635,0,12475,1
0,41953,65356,11701,1,11701,1
1,59431,81718,14857,0,7428,1
0,57973,79713,14493,1,7246,1
1,43489,63448,9979,2,9979,1
1,43481,63668,10093,2,10093,1
0,60683,85460,8259,1,16518,1
0,32901,53105,10102,1,10102,1
0,52520,74475,7318,2,14636,1
0,60563,84485,14656,2,9266,1
0,34773,49676,4967,0,9935,1
0,55222,72668,2334,0,15110,1
0,40029,51337,5654,0,5654,1
0,44851,64024,6390,2,12781,1
0,43580,56032,6225,0,6225,1
0,40006,53341,8890,0,4445,1
1,63062,89173,16902,0,9208,1
0,51111,63889,6388,1,6388,1
0,37986,54266,10853,2,5426,1
0,45455,62500,11363,1,5681,1
0,46928,58782,10021,1,1833,1
0,42953,54072,5559,2,5559,1
1,4330,5743,828,3,583,1
0,62111,83890,7259,1,14519,1
0,46884,58268,0,0,11384,1
2,47797,60173,6188,1,6188,1
0,48071,81908,13535,0,20302,1
0,44219,60801,5527,2,11054,1
0,47399,57785,10386,2,0,1
0,55832,76770,13958,1,6979,1
0,29653,34265,4409,0,202,1
1,36611,43083,5023,0,1448,1
0,27172,35576,5007,1,3396,1
0,31286,42359,7162,3,3910,1
0,35165,44381,4608,0,4608,1
0,41716,53639,5961,0,5961,1
0,40093,60140,6682,2,13364,1
0,37264,51238,9316,1,4658,1
0,39511,60929,9356,2,12061,1
0,39005,45014,5499,1,508,1
0,50785,63481,6348,2,6348,1
0,45957,64613,12437,1,6218,1
0,45290,65950,13773,0,6886,1
1,39893,53191,6648,0,6648,1
0,51146,63932,6393,1,6393,1
0,48221,76651,13194,1,15234,1
0,51985,71646,6553,1,13107,1
0,48975,70109,7719,1,13415,1
0,48930,77143,14106,1,14106,1
0,54333,75692,14239,1,7119,1
0,35948,53796,5949,0,11899,1
0,45116,70896,12890,1,12890,1
0,38159,53531,10248,2,5124,1
1,47602,57451,3556,1,6292,1
0,51989,77311,17894,0,7427,1
0,36282,51028,4915,1,9830,1
0,49447,66615,11445,2,5722,1
0,51753,66540,7393,0,7393,1
1,2821,4030,622,3,587,1
1,40058,59595,13024,0,6512,1
1,62765,81692,11952,1,6973,1
1,73181,98197,16677,0,8338,1
0,54803,75519,13810,2,6905,1
0,50832,64536,6851,1,6851,1
0,59382,73241,6929,1,6929,1
0,39111,44810,5698,2,0,1
1,2848,4251,813,3,588,1
1,51167,76066,12449,0,12449,1
0,51534,80220,21514,0,7171,1
0,45095,64421,6442,2,12884,1
0,39756,59400,6547,2,13095,1
1,26357,36242,6589,2,3294,1
0,51021,72172,14577,1,6574,1
0,22950,33714,4670,0,6093,1
0,47232,75971,12328,1,16410,1
0,52179,67088,7454,2,7454,1
0,48143,66564,12281,2,6140,1
0,74743,98228,11368,1,12116,1
0,54374,74765,6796,2,13593,1
0,53541,79733,19499,2,6692,1
0,36401,52002,10400,2,5200,1
0,45224,67042,14545,1,7272,1
0,44774,62975,6066,2,12133,1
0,54429,74840,13607,2,6803,1
0,43587,68494,12453,1,12453,1
0,33160,46513,8902,1,4451,1
0,31286,45124,5633,0,8204,1
0,24730,35120,3951,0,6438,1
0,35647,48692,8265,3,4779,1
1,26678,35704,5691,2,3334,1
1,62240,89638,13937,1,13460,1
0,32838,46911,9382,0,4691,1
0,30782,43037,7824,2,4429,1
0,52283,74610,14884,1,7442,1
0,38151,54955,5601,1,11202,1
0,40335,54998,9775,1,4887,1
1,34863,43579,4357,0,4357,1
0,52647,75210,7521,2,15042,1
0,27360,36304,5260,2,3683,1
0,29198,34638,3959,0,1480,1
2,4234,5326,529,3,562,1
1,32898,46429,4510,2,9021,1
0,37476,52487,5003,2,10007,1
0,48916,83390,14443,0,20030,1
0,44803,64004,6400,1,12800,1
0,53722,73869,6715,2,13430,1
1,48143,60179,6017,3,6017,1
1,4416,6308,1261,3,630,1
0,37923,52528,4868,2,9736,1
0,45007,64296,6429,2,12859,1
0,50262,71803,7180,1,14360,1
0,53373,70668,14431,1,2863,1
0,48190,68843,6884,2,13768,1
0,40121,55167,10030,1,5015,1
0,50571,72095,7174,1,14349,1
0,56864,78188,14216,0,7108,1
2,64683,88939,16170,1,8085,1
0,65393,91568,10487,0,15687,1
0,47891,68416,6841,1,13683,1
1,44854,58828,6986,2,6986,1
0,36520,42748,6016,1,211,1
0,44525,61222,5565,2,11131,1
0,29165,40103,7291,2,3645,1
0,60739,72665,7592,1,4333,1
0,33600,44639,4200,0,6839,1
0,46023,75159,12248,1,16887,1
1,45202,59548,3045,1,11300,1
0,76260,99138,13936,3,8942,1
0,49171,68564,6464,2,12928,1
1,42690,54887,6098,3,6098,1
0,31650,41885,6278,3,3956,1
0,29445,40487,7361,1,3680,1
0,43482,68329,12423,2,12423,1
0,40057,52514,6228,1,6228,1
0,46746,71007,12130,1,12130,1
0,38319,50438,4039,0,8079,1
0,38280,53398,10079,1,5039,1
0,38790,44331,5541,1,0,1
0,29931,41155,7482,3,3741,1
0,58423,90687,19183,0,13080,1
2,43347,57796,8168,2,6280,1
2,47402,59641,6119,1,6119,1
0,60384,87221,13418,1,13418,1
0,66351,91233,8293,0,16587,1
0,34673,49533,4953,0,9906,1
1,54010,76920,7636,2,15273,1
0,40402,51946,5771,0,5771,1
0,53093,71693,9299,2,9299,1
1,45799,65427,6542,2,13085,1
2,47393,59241,5924,1,5924,1
0,58769,80807,14692,2,7346,1
0,33390,47700,9540,2,4770,1
0,39394,57932,12358,2,6179,1
0,33492,46967,8983,2,4491,1
1,2307,3242,497,3,437,1
0,28676,35147,5192,0,1278,1
0,44537,61238,5567,2,11134,1
0,38957,55341,10923,1,5461,1
0,65432,83442,7270,0,10739,1
0,23003,31629,5750,0,2875,1
2,3485,4978,962,3,531,1
0,55292,71090,0,1,15797,1
2,4283,5421,569,3,569,1
0,54287,74995,6902,2,13804,1
0,58154,79961,14538,1,7269,1
0,40473,55651,10118,1,5059,1
0,59536,81740,7401,2,14803,1
0,48113,82074,13584,0,20376,1
0,46856,58344,0,0,11487,1
0,44846,61299,10968,0,5484,1
0,45382,74750,13353,1,16014,1
0,39009,50818,5904,2,5904,1
0,35509,53148,5879,1,11759,1
0,58850,84121,8657,1,16613,1
2,3054,4725,798,3,872,1
1,2792,4113,797,3,523,1
0,43620,56083,6231,0,6231,1
0,34274,53429,9074,1,10080,1
2,3045,4726,810,3,870,1
0,50660,63326,6332,2,6332,1
0,49720,79564,13260,0,16582,1
0,50807,71908,14066,2,7033,1
0,47701,70330,6268,0,16361,1
0,25092,35862,3608,0,7161,1
2,46571,61039,9645,0,4822,1
0,52044,71452,6469,1,12938,1
1,35000,55000,10000,2,10000,1
0,59475,81443,7322,0,14645,1
0,42053,60444,10544,2,7846,1
0,32414,55184,9261,0,13508,1
1,42719,53405,5343,3,5343,1
0,47354,59754,6199,2,6199,1
0,39301,57908,12404,2,6202,1
0,40173,54257,9389,0,4694,1
1,39041,58562,13013,1,6506,1
0,41585,52836,5625,0,5625,1
0,31701,52755,10527,1,10527,1
0,23263,33775,5815,0,4695,1
0,32097,54757,9437,0,13222,1
0,69050,84395,7672,0,7672,1
0,61950,89624,13837,1,13837,1
0,37488,51546,4686,1,9372,1
0,53318,69821,8251,0,8251,1
0,34843,44405,4780,0,4780,1
1,33978,48540,4854,1,9708,1
0,28987,34562,4803,0,772,1
0,43590,68498,12454,2,12454,1
2,43053,57404,9133,2,5217,1
0,60160,82200,7346,0,14692,1
0,51356,63729,6186,2,6186,1
1,74517,98214,12372,1,11324,1
1,74940,98711,15846,1,7923,1
0,46520,59680,6579,1,6579,1
0,53934,71572,8818,1,8818,1
0,32561,45270,4236,2,8472,1
2,51412,69295,5960,2,11921,1
2,47471,59339,5933,1,5933,1
0,42907,55167,6129,3,6129,1
0,22771,33353,5692,0,4889,1
1,3254,4703,519,3,929,1
1,35452,43628,4546,0,3629,1
2,62371,85760,15592,1,7796,1
0,50309,76867,13279,0,13279,1
2,2981,4684,851,3,851,1
0,28121,35213,3577,0,3515,1
0,50326,62908,6290,1,6290,1
2,61714,82826,14074,1,7037,1
0,36082,50871,4929,2,9859,1
0,23509,32850,3358,0,5982,1
0,46960,68958,14665,1,7332,1
1,46932,74798,12710,1,15155,1
0,50678,63649,6485,2,6485,1
0,25739,35782,3578,0,6465,1
0,30858,42430,7714,3,3857,1
0,29662,34261,4404,0,194,1
1,2961,4653,846,3,846,1
0,50426,69035,6203,3,12406,1
0,59389,82972,7860,1,15721,1
0,29932,41157,7483,2,3741,1
1,48818,75246,13213,1,13213,1
0,40810,59659,6283,3,12566,1
0,47691,63604,10608,0,5304,1
0,47980,55519,799,1,6740,1
0,48842,68911,6689,2,13379,1
0,43763,56266,6251,0,6251,1
0,34767,49401,4878,0,9756,1
0,39024,55406,10921,0,5460,1
1,3484,5052,784,3,784,1
0,46074,59488,6707,2,6707,1
0,55335,76086,13833,2,6916,1
0,46807,64343,11690,2,5845,1
0,45900,67584,14455,2,7227,1
1,36039,54058,7948,0,10070,1
0,44716,62279,5854,2,11709,1
0,50138,71625,14325,1,7162,1
3,4413,6207,1196,3,598,1
0,54070,75372,7100,2,14201,1
1,40504,53214,6354,0,6354,1
0,36447,50915,4822,1,9645,1
0,25632,35803,3580,0,6590,1
0,39653,51866,6106,0,6106,1
0,38404,54864,10972,1,5486,1
1,2849,4310,814,3,646,1
1,34072,48263,9460,1,4730,1
0,59581,81925,7447,2,14895,1
0,57389,78910,14347,1,7173,1
1,44609,58695,7042,2,7042,1
0,39991,54621,9753,1,4876,1
0,41899,61541,9820,2,9820,1
0,48264,64352,10725,1,5362,1
0,39249,55412,10774,1,5387,1
1,46909,80416,17119,0,16387,1
0,37611,43161,5550,1,0,1
0,55524,70592,7534,0,7534,1
0,54710,75226,13677,2,6838,1
0,31085,40756,5784,3,3885,1
0,23524,31876,5410,0,2940,1
0,52519,74274,7251,2,14503,1
0,34722,49602,4960,0,9920,1
0,33012,47160,9432,0,4716,1
0,46205,59407,6600,1,6600,1
0,50071,76773,13351,1,13351,1
2,73574,98117,16361,0,8180,1
0,54977,77047,7356,1,14713,1
0,50691,70457,13177,2,6588,1
0,50348,72726,11188,2,11188,1
0,50692,72352,14439,2,7219,1
